id	Arabic_txt	Ar:man_sentiment	Ar:man_confidence
164	RT USERNAME: اللهم أمين #مصر #لبنان #السعودية #المغرب #الإمارات #سوريا #فلسطين #الكويت #الأردن #البحرين #تونس #دبي #جدة #القاهرة http://… 	Neutral	0.5049
165	RT USERNAME: \"USERNAME: عثروا عليه في الصحراء من سورية إلى الأردن حاملا كيس أغراضه وأحلامه ، لكم الله يا #أطفال_سورية URL 	Negative	0.9027
166	أموي #سوريا •  SYRIA     15 شهيداً في انفجار سيارة مفخخة قرب جامع( بلال ) بحمص   استشهد اليوم (الجمعة)15شهيدا... URL 	Negative	1
167	RT USERNAME: من يطلب الثورة والاحتجاجات والمظاهرات بالكويت ممكن سؤال واحد فقط.  ماذا أستفاد سوريا ومصر وليبيا والعراق والجزائر من ثوراتهم؟  غير الدماء ؟ 	Negative	0.7046
168	#حمص_المحاصرة #سوريا #Syria #Homs #حصار  باب الدريب_ الصليبة العصياتي URL 	Negative	0.798
169	RT USERNAME: استشهاد 3 من اللاجئين #الفلسطينيين و إصابة 7 في #مخيم_العايدين في حمص في سوريا نتيجة انفجار سيارة مفخخة. 	Negative	1
170	RT USERNAME: مقطع يظهر وحشية النظام الإيراني في تعذيب  الأطفال العرب الأحوازيين  #Bahrain #Egypt #Syria #UN  #البحرين #مصر #سوريا htt… 	Negative	1
171	RT USERNAME: #الشعب_يتحرك_19_ابريل #الشعب_يقول_كلمته t سنبقى عبيد بلاكرامة ولا دين ولاخلق !؟ حتى لا يحدث لنا كما في سوريا ومصر ووو !!؟ … 	Negative	0.6958
172	#سورية  بالجزائر رئيس بيفوز عالكرسي وبيخاطب شعبه عالسكايب وبسورية رئيس بيترشح معاق عقليا..! حسبنا الله ونعم الوكيل لك الله يا أمة الاسلام 	Negative	0.9146
173	RT USERNAME: الروافض قد كشروا أنيابهم وذبحوا الرضيع قبل الرجل الروافض أشد على الإسلام من اليهود والنصارى! #سوريا #مصر #السعودية URL 	Negative	1
174	RT USERNAME: أموي #سوريا •  فيلق الشام ll الساحل ll صواريخ غراد المرعبة تستهدف معاقل اوكار إرهابـْـْيي الأسد في البهلولية   URL 	Negative	0.9124
175	اخبار قناة الآن/ إصابة 100 جراء استخدام غاز الكلور بكفرزيتا بريف حماة #سوريا - عبر تطبيق نبض USERNAME URL 	Negative	1
176	RT USERNAME: #شام #سوريا | ريف #حمص : قصف مدفعي لقوات النظام يتجدد على مدينة تلبيسة. 	Negative	1
177	أموي #سوريا •  أبـْـْطال لواء الشهيد أحمد العمر ولشهر الخامس على التوالي يرابطون على الثغور في جبهة عتمان   URL 	Positive	0.6549
178	USERNAME حسبي الله على كل من دمر سوريا وقتل الانفس بغير حق 	Negative	1
179	أموي #سوريا •     - #حماة #الريف_الشمالي   الجيش الإسلامي الحر يستهدف بمدفع إلى جهنم معاقل النظام في قاعدة تل... URL 	Negative	0.5994
180	RT USERNAME: ياالله ربنا لا اله الا انت يامن لا تضيع ودائعه  تستودعك أهلنا في سوريا في حمص وحلب نسألك ونتوسل اليك بأسمائك الحسنى فرج عنهم كربهم وانصرهم 	Positive	0.7951
181	أنواع كراسي الرئاسه العربيه كرسي #الجزائر مفاز به مقعد كرسي #سوريا ولو بدمارها كرسي #مصر بالبياده العمياء #مرسي URL 	Negative	0.8276
182	#سوريا | بالفيديو.. الثوّار يدمّرون دبّابة ويصرعون ضابطًا في مورك بريف حماة: دمّرت كتائب الثوّار، اليوم الجمعة... URL 	Negative	0.7068
183	RT USERNAME: الحمدلله بدئت اليوم بإنشاء مخيم إحساس 2 الخاص بأبناء قبيلة الظفير في سوريا وننتظر دعم أهلنا واخواننا ﻻن المخيم بحاجة لكثير … 	Positive	1
184	RT USERNAME: إلى المذيعات في قنوات الجزيرة و العربية : عند تقديمكن لنشرة أخبار أهلنا في سوريا .. لا داعي للتبسم ! 	Negative	0.8195
185	#مصر حمص: القوات النظامية السورية \"تضيق الخناق على مقاتلي المعارضة\" URL #egypt 	Negative	0.6066
186	إذاء خاب الظن بالعباد فالظن برب العباد لا يخيب.  ربنا انا نستودعك اهلنا في حمص وفي كل انحاء سوريا ربنا كن معهم... URL 	Positive	0.9047
187	#بئول_المتل  ئال الغايب عذرو معو   #أبو_سامر #أمثال_شامية #دمشق #سوريا #غرد_بصورة URL 	Neutral	0.5127
188	RT USERNAME: #قناة_الميادين تكشف كيف جرى الإعتداء على الاعلاميين في #قناة_المنار URL #شهداء_المنار #لبنان #سوريا 	Negative	0.8977
189	\"USERNAME: لحس كس بنت قمر  URL جنس نيك محارم مصر سوريا السعودية صور ورعان قطر دياثة دبي اغتصاب\" 	Neutral	0.4011
190	#أوغاريت || #سوريا #إدلب :: #التمانعة , إلقاء برميل يطلق غازات سامة على ناحية ال... ... URL 	Negative	0.6985
191	RT USERNAME: أموي #سوريا •  عااجل   مقتل العميد حسن عثمان رئيس قسم التحقيق في #المخابرات_الجوية بحلب وعدة عناصر آخرين... URL 	Negative	0.7717
192	RT USERNAME: أموي #سوريا •  حماة_الريف_الشمالي-   قصف بالطيران الـْـْحربي والمروحي وأكثر من عشرين برميل على مدينة مورك منذ... URL 	Negative	0.895
193	RT USERNAME: #غرد_بصورة  (من المؤسف جدا ان هناك  فلسطينيون اضلهم الدين الوهابي ذهبوا ليتفجروا في سوريا ) URL 	Negative	1
194	RT USERNAME: أب يذرف الدموع وهو يحمل ابنه المصاب من جراء #البراميل_المتفجرة التي قصف بها النظام السوري اهل #حلب أمس بـ #سوريا URL 	Negative	1
195	RT USERNAME: أموي #سوريا •  #الغرفة_المشتركة_لأهل_الشام   #جيش_المجاهدين   #ريف_اللاذقية   اشتباكات عنيفة في محيط المرصد 45... URL 	Negative	0.5938
196	RT USERNAME: #ساعه_استجابه اللهم انصر اخواننا في #سوريا و عليك ب طواغيت الشام و #بشار .. يا حي يا قيوم ارنا بهم عجائب قدرتك و اهلكهم بجن… 	Positive	0.5597
197	5- الظواهري يعزو القتال بين الفصائل المتشددة في #سورية الى \"غلبة الهوى والجهل والظلم على البعض\" #عاجل_المؤيدة #سوريا #Syria 	Negative	0.8937
198	USERNAME لا عبود سوريا مليانه بالمسيح:) 	Neutral	0.4029
199	RT USERNAME: الآن سوريا مسرح لكل أجهزة الإستخبارات العربية والغربية  وأنا أتعجب أشد العجب  من عدم تنبه المجاهدين لهذا الأمر  هل هي  غ… 	Negative	0.8791
200	#سوريا #ادلب  مصدر ميداني لتلفزيون الخبر :مقتل 50 مسلح في محيط حاجز السلام بخان شيخون معظمهم من جنسيات غير سورية... URL 	Negative	0.6962
201	RT USERNAME: “USERNAME في انتظار بطل هتف \"لبيك يا #سوريا\" .. #الشعب_يرد_تحية_الرئيس\"” 	Positive	0.7974
202	RT USERNAME: اللهم انصر دينك وسنة نبيك  وعبادك الصالحين في سوريا وفلسطين ومصر والعراق والأحواز وأراكان وافريقيا وكل مكان وعليك بالمنافق… 	Positive	0.7286
203	RT USERNAME: #سوريا #قطر #qatar #الدوحة #السعودية #دوم_فاضي #هاشتاق_واحد_فاضى #الرياض USERNAME #واحد_فاضي URL 	Neutral	0.7024
204	USERNAME الحقيقة عند سقوط الساحل لن يقاتل بشار سيحب كلابه ليعلن دوله علويه وهذا ماهو متفق عليه مع من قسم سوريا لكن لم يحسبو اننا سنقاتل 	Negative	0.9153
205	RT USERNAME: #ساعة_استجابه يارب انصر اخواننا في سوريا و كن معهم . 	Positive	1
206	USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME هل صنفنا كل ثوار سوريا إرهابيين .  أم داعش وأخواتها ؟ 	Negative	0.801
207	RT USERNAME: SYRIA #SRGC #الهيئة_العامة #سوريا #حمص : انفجار ضخم يهز مدينة حمص جراء سقوط صاروخ أرض - أرض على الأحياء المحاصرة... URL 	Negative	1
208	RT USERNAME: USERNAME حزب الله صار اكبر من لبنان حسن نصراللات صار يبي يعين رئيس سوريا 	Negative	0.7905
209	\"USERNAME: أطفال سوريا يا جرح هذا الزمان وحكاية نهاية ضمير الأنسان . URL (via USERNAME)\" 	Negative	1
210	RT USERNAME: USERNAME USERNAME صدقت , ولا يزال هذا الوغد قيادياً بما يسمى ب\"الثورة \" السوريه , لقد مارسوا كل الجرائم بحق سوريا ولا يزالوا,تباً 	Negative	1
211	#هيكل: الثورة السورية فشلت فعلا #سوريا #الربيع_العربي 	Negative	0.8082
212	#SyrianRevolution #فلاش_سوريا || #حماة || #الريف_الغربي: قصف عنيف بالقنايل العنقودية من حاج... URL #Syria #SyrianRevo 	Negative	1
213	RT USERNAME: يارب ارفع البلاء عن سوريا واجعلها حُرهه . 	Positive	0.6485
214	#Syria #شام #سوريا | ريف #حماة : قصف لقوات النظام يستهدف بلدة كفرنبودة  ، مصدر القصف لق...: #... URL #FF #news 	Negative	1
215	RT USERNAME: كشف ملابسات اغتيال القائد أبي محمد فاتح وأفراد عائلته على يد عصابة البغدادي  URL #سوريا #حلب #eyesonhoms … 	Negative	0.7973
216	إن واقع الأمة كله مرتبط ببعضه لا ينفك عن الآخر، فما يجري في سوريا مرتبط بما يجري في فلسطين وهو بدوره مرتبط بما... URL 	Neutral	0.6078
217	USERNAME الله ناصركم ومؤيدكم ويحفظكم ياا رب .. اهلنا فى سوريا سامحونا فلقد اشغلنا الخونة و العبيد عنكم وعن نصرتكم  . 	Positive	0.5918
218	RT USERNAME: ينام الطفل عادة أمام فيلم كارتون ..  #الطفل_السوري ينام في حضن الكارتون نفسه ..! #سوريا URL 	Negative	1
219	3 شهداء و 7 جرحى فلسطينيين في سوريا  نتيجة انفجار سيارة مفخخة  في مخيم حمص ' مخيم العائدين ' 	Negative	1
220	RT USERNAME: #شام #سوريا | ريف #حماة : الطيران الحربي يقصف مدينة كفرزيتا مستخدماً الصواريخ الفراغية. 	Negative	0.8974
221	USERNAME 23-و جبهة لا إسلامية مدعومة بالمال والسلاح تسعى لتنفيذ مخطط جنيف2 و أمريكا في سوريا 	Negative	0.8061
222	#سوريا | بريطاني علم بمقتل ابنه في سوريا عبر \"فايسبوك\"! - جريدة النهار URL #أخبار #syria #news 	Negative	0.8959
